1_BV1,108_av2,119_V2,1197_REn,120_V1,1307_hypothetical_protein,1312_V3_protein,1313_V2_protein,1329_1R2b,133_movement_protein,1331_AL5,1336_capsid,1337_putative_movement_pr..,1338_putative_replication..,1339_Rep,134_capsid_protein,135_replication_associat..,136_RepA,1375_V2,1445_hypothetical_protein,1683_AC5,169_orf6,171_orf7,19_AC4,194_V3,195_V2,197_C2,2_BC1,2062_BV1,2123_truncated_V2,2140_AC4,2214_hypothetical_protein,2241_C3,2354_V3,2355_V2,2361_hypothetical_protein,2367_AL2,242_AV3,267_movement_protein,285_hypothetical_protein,286_hypothetical_protein,2867_ORF_V2,2969_BV2,3030_V2,322_AC5,33_AV2,385_AC1,4_AC3,485_AC1,5_AC2,547_C5,575_AC5,676_AC4,7_AC4,729_movement_protein,776_V2,848_V2_protein,850_V3_protein,853_C3_protein,858_AV3_protein,87_V4,88_V2,89_V3,911_C4,923_C2,93_C3,939_C2
-1004.8283081054688,-573.1180419921875,-518.2266845703125,-639.705810546875,-992.72216796875,-593.1217041015625,-535.83978271484375,-663.121337890625,-455.6627502441406,-508.3788757324219,-429.9672546386719,-1292.858154296875,-520.921630859375,-485.3395690917969,-1216.6571044921875,-992.759521484375,-1365.7720947265625,-1057.8719482421875,-480.4931945800781,-484.1593322753906,-519.94244384765625,490.61871337890625,-470.53826904296875,-508.6374206542969,-525.16070556640625,-523.14117431640625,-630.5335693359375,-1085.742431640625,-1049.739013671875,-445.6414489746094,-445.2748718261719,-762.62738037109375,-580.18408203125,-508.0291442871094,-567.77056884765625,-457.0978698730469,-679.9713134765625,-608.4691162109375,-532.61700439453125,-553.33050537109375,-599.70947265625,-517.81317138671875,-499.23602294921875,-578.7496337890625,-508.4886779785156,-537.884765625,-1383.9017333984375,-522.44622802734375,-772.77947998046875,-587.09857177734375,-667.2994384765625,-494.0106201171875,-506.6861877441406,-569.59613037109375,-533.44488525390625,-507.4006042480469,-754.7528076171875,-581.81207275390625,-644.77960205078125,-493.6689758300781,-526.44354248046875,-463.5953674316406,-592.60174560546875,-442.00885009765625,-589.056884765625,-576.27166748046875,-668.49090576171875
-994.3065185546875,-511.8628234863281,-448.5763854980469,-558.3177490234375,-975.72979736328125,-556.18499755859375,-446.6954345703125,-619.163818359375,-355.04888916015625,-417.6564636230469,-396.07354736328125,-1298.548828125,-436.60028076171875,-412.1984558105469,-1200.851806640625,-1000.044189453125,-1383.7662353515625,-1030.415771484375,-381.27978515625,-427.85211181640625,-487.1341247558594,-470.53826904296875,370.2976989746094,-418.8083190917969,-446.4169921875,-465.1190185546875,-576.68597412109375,-1060.48046875,-999.7025146484375,-355.2696533203125,-414.5895690917969,-740.2572021484375,-522.8419189453125,-431.85992431640625,-509.7715148925781,-356.83587646484375,-609.24365234375,-546.295654296875,-464.9668884277344,-470.9898681640625,-589.16400146484375,-463.14398193359375,-421.0579833984375,-554.11669921875,-442.36029052734375,-496.75079345703125,-1338.616455078125,-502.55328369140625,-714.75726318359375,-566.29925537109375,-632.27960205078125,-450.8614807128906,-464.4896240234375,-493.3322448730469,-462.2877197265625,-405.2908020019531,-680.40887451171875,-535.0313720703125,-619.60400390625,-451.9920654296875,-416.74725341796875,-360.5099182128906,-575.53240966796875,-382.3399658203125,-541.3466796875,-494.4736633300781,-608.621337890625
-966.868408203125,-477.92388916015625,-447.61669921875,-567.3812255859375,-991.78302001953125,-527.95037841796875,-457.5334167480469,-602.12481689453125,-363.6326599121094,-401.400634765625,-310.0735778808594,-1331.54345703125,-365.2714538574219,-372.0912170410156,-1187.611572265625,-1015.3423461914062,-1348.35546875,-1065.7144775390625,-416.56927490234375,-391.19964599609375,-395.64324951171875,-508.6374206542969,-418.8083190917969,325.68475341796875,-372.3569030761719,-458.3567810058594,-583.4454345703125,-1075.612060546875,-1032.15478515625,-312.65875244140625,-284.8846740722656,-733.714599609375,-468.66754150390625,-449.1802062988281,-502.599365234375,-301.9212646484375,-613.8822021484375,-478.66754150390625,-473.9238586425781,-491.6812744140625,-591.7493896484375,-390.55780029296875,-479.31298828125,-510.4665832519531,-393.4042053222656,-479.9884948730469,-1168.3560791015625,-477.0093078613281,-685.71484375,-547.38897705078125,-646.6256103515625,-399.31298828125,-394.3341979980469,-462.8428649902344,-397.6848449707031,-372.67999267578125,-640.93316650390625,-551.8140869140625,-606.49676513671875,-432.903076171875,-382.2656555175781,-327.7662658691406,-584.86114501953125,-231.29544067382812,-545.92388916015625,-488.9296875,-608.49298095703125
-1009.3267211914062,-496.7507629394531,-476.3337707519531,-555.12255859375,-984.24176025390625,-575.85919189453125,-474.59942626953125,-600.84173583984375,-394.91900634765625,-382.8460693359375,-342.98809814453125,-1310.879150390625,-393.96551513671875,-388.2505798339844,-1204.412109375,-993.32666015625,-1365.155517578125,-1003.8319091796875,-417.6998596191406,-407.1481628417969,-440.13995361328125,-525.16070556640625,-446.4169921875,-372.3569030761719,372.211181640625,-437.83624267578125,-584.576171875,-1040.24169921875,-1026.2415771484375,-343.38623046875,-382.8163757324219,-743.8697509765625,-485.2137756347656,-377.320068359375,-504.9482421875,-346.5626220703125,-601.21380615234375,-516.1434326171875,-433.80242919921875,-471.96905517578125,-571.36163330078125,-377.08111572265625,-454.0752258300781,-526.98980712890625,-430.3603515625,-487.054443359375,-1360.27099609375,-509.9008483886719,-718.58319091796875,-570.37872314453125,-695.83917236328125,-403.9424743652344,-428.2691650390625,-461.6720275878906,-420.5764465332031,-375.5715026855469,-668.40899658203125,-519.0128173828125,-645.46759033203125,-449.9902648925781,-321.0810546875,-351.7663269042969,-546.75421142578125,-359.6117248535156,-546.10186767578125,-515.75299072265625,-635.55889892578125
-1004.06201171875,-499.3156433105469,-467.4493408203125,-567.7105712890625,-985.1785888671875,-594.49200439453125,-482.9667663574219,-613.38348388671875,-422.9455871582031,-431.59722900390625,-410.073486328125,-1312.502197265625,-484.54974365234375,-437.07391357421875,-1183.310791015625,-1013.0452880859375,-1367.852783203125,-1059.242431640625,-428.139892578125,-458.48602294921875,-478.55340576171875,-523.14117431640625,-465.1190185546875,-458.3567810058594,-437.83624267578125,438.97454833984375,-594.814208984375,-1088.33154296875,-1038.130615234375,-408.7268981933594,-448.6374206542969,-799.03814697265625,-580.74603271484375,-486.7091979980469,-480.73486328125,-413.2722473144531,-648.90545654296875,-600.9249267578125,-554.01068115234375,-482.6631164550781,-613.79327392578125,-460.6445007324219,-514.9251708984375,-541.33856201171875,-475.0959777832031,-512.5985107421875,-1411.24169921875,-537.72552490234375,-737.2161865234375,-557.2509765625,-695.5577392578125,-489.9423828125,-462.6180114746094,-546.09381103515625,-470.5950012207031,-431.02874755859375,-671.51605224609375,-521.84332275390625,-674.10076904296875,-498.7923583984375,-438.7552185058594,-411.4209899902344,-519.451904296875,-416.9880065917969,-566.253173828125,-555.20562744140625,-639.728759765625
-1004.8271484375,-614.92388916015625,-603.31195068359375,-444.04705810546875,-1024.348876953125,-663.166748046875,-615.07659912109375,-714.85791015625,-559.11993408203125,-581.8360595703125,-550.44525146484375,-1327.5966796875,-608.55328369140625,-585.6846923828125,-1178.3309326171875,-1016.5236206054688,-1170.1026611328125,-1096.218994140625,-564.469970703125,-553.27490234375,-593.5093994140625,-630.5335693359375,-576.68597412109375,-583.4454345703125,-584.576171875,-594.814208984375,580.9954833984375,-1083.593994140625,-1044.311767578125,-552.3548583984375,-588.622314453125,-877.3770751953125,-660.6387939453125,-631.89617919921875,-615.3790283203125,-554.7294921875,-750.26983642578125,-678.74481201171875,-632.5518798828125,-598.79119873046875,-675.5799560546875,-570.99322509765625,-633.8765869140625,-641.23126220703125,-602.59820556640625,-609.40203857421875,-1264.16748046875,-615.204833984375,-513.2294921875,-646.2371826171875,-721.385986328125,-590.55657958984375,-595.29345703125,-615.73236083984375,-571.232177734375,-579.7723388671875,-754.3189697265625,-637.14007568359375,-737.87890625,-637.3800048828125,-601.771484375,-545.4244384765625,-673.686279296875,-536.6842041015625,-656.14569091796875,-663.9031982421875,-699.2119140625
-1259.567626953125,-1073.81103515625,-1062.764892578125,-1093.4649658203125,-1232.8311767578125,-1118.8953857421875,-1072.767578125,-1142.480224609375,-1048.064453125,-1077.2813720703125,-1058.3046875,-1493.1630859375,-1028.1392822265625,-1016.3560791015625,-1366.864501953125,-1243.787109375,-1505.886962890625,-1276.0179443359375,-1077.8653564453125,-1074.9329833984375,-1061.4776611328125,-1085.742431640625,-1060.48046875,-1075.612060546875,-1040.24169921875,-1088.33154296875,-1083.593994140625,1200.7236328125,-1195.951904296875,-1062.385009765625,-1052.803466796875,-1107.0098876953125,-1065.1845703125,-1074.460693359375,-1092.527587890625,-1061.7802734375,-1085.5545654296875,-1046.94482421875,-1045.7698974609375,-1071.22314453125,-1103.2021484375,-1042.484130859375,-1103.65234375,-1049.2755126953125,-1077.610595703125,-1058.7220458984375,-1511.7994384765625,-1095.08984375,-1141.85546875,-1053.669189453125,-1097.3115234375,-1083.3990478515625,-1073.9373779296875,-1070.28857421875,-1055.13671875,-1053.832763671875,-1146.47900390625,-1070.634521484375,-1101.679443359375,-1077.352294921875,-1026.3740234375,-1077.62548828125,-1066.7244873046875,-1086.58154296875,-1082.9486083984375,-1060.33056640625,-1099.2244873046875
-899.96405029296875,-1057.916748046875,-1072.15380859375,-1036.110595703125,-1155.4658203125,-1057.3321533203125,-1021.6149291992188,-1088.913330078125,-1032.979248046875,-1031.220703125,-1028.103759765625,-1445.554443359375,-1019.1561889648438,-975.4794921875,-1426.1092529296875,-1183.2227783203125,-1489.8203125,-1286.983154296875,-1032.780517578125,-1051.475341796875,-1026.935546875,-1049.739013671875,-999.7025146484375,-1032.15478515625,-1026.2415771484375,-1038.130615234375,-1044.311767578125,-1195.951904296875,1153.3828125,-1018.9279174804688,-1028.2607421875,-1082.611083984375,-1039.289794921875,-1055.068603515625,-1042.3265380859375,-1041.5789794921875,-1061.288818359375,-1041.4609375,-1023.3972778320312,-1061.0220947265625,-1073.1348876953125,-1010.8975830078125,-1042.850830078125,-1064.236328125,-1040.897705078125,-1035.541259765625,-1525.310302734375,-1054.4786376953125,-1106.3720703125,-1059.4378662109375,-1107.28857421875,-1039.1328125,-1034.1123046875,-1043.74267578125,-1036.286865234375,-1011.4610595703125,-1109.523193359375,-1039.613037109375,-1048.355224609375,-997.792724609375,-1016.3062744140625,-1012.5401611328125,-1104.929931640625,-1029.8682861328125,-1006.922119140625,-1025.001953125,-1038.74658203125
-1014.1840209960938,-340.7533264160156,-363.2696533203125,-529.2696533203125,-996.38531494140625,-528.35504150390625,-411.81231689453125,-560.11578369140625,-248.41973876953125,-348.1745910644531,-201.72564697265625,-1335.470458984375,-339.4405212402344,-324.3550720214844,-1226.555419921875,-1005.9036865234375,-1389.470703125,-1041.26904296875,-352.89776611328125,-304.6392822265625,-399.8123779296875,-445.6414489746094,-355.2696533203125,-312.65875244140625,-343.38623046875,-408.7268981933594,-552.3548583984375,-1062.385009765625,-1018.9279174804688,128.7016143798828,-287.2696533203125,-747.0986328125,-503.8509216308594,-390.11602783203125,-443.26959228515625,-213.70993041992188,-588.18414306640625,-515.5732421875,-437.7098388671875,-422.72686767578125,-519.57318115234375,-383.39892578125,-417.8123474121094,-460.7268981933594,-354.7269287109375,-370.3814697265625,-1406.7568359375,-445.6414489746094,-710.72650146484375,-534.11602783203125,-612.01336669921875,-377.8123474121094,-360.89776611328125,-470.7804260253906,-397.2696228027344,-270.1806945800781,-665.26953125,-481.6413879394531,-610.01336669921875,-413.2450866699219,-319.26959228515625,-188.30996704101562,-517.40234375,-204.03350830078125,-536.18408203125,-485.2696533203125,-577.2696533203125
-991.3463134765625,-500.0115661621094,-463.0231628417969,-541.85919189453125,-990.05963134765625,-539.31640625,-467.1535949707031,-650.40185546875,-381.6961364746094,-397.6236877441406,-315.66009521484375,-1296.154541015625,-398.9680480957031,-350.328857421875,-1222.6324462890625,-983.71807861328125,-1201.748779296875,-1023.0049438476562,-394.7989196777344,-357.16162109375,-386.59942626953125,-445.2748718261719,-414.5895690917969,-284.8846740722656,-382.8163757324219,-448.6374206542969,-588.622314453125,-1052.803466796875,-1028.2607421875,-287.2696533203125,327.98187255859375,-715.34637451171875,-485.0919494628906,-452.0762023925781,-515.229736328125,-323.5760192871094,-607.407470703125,-505.4493713378906,-471.1804504394531,-441.1421203613281,-618.23101806640625,-427.9944152832031,-430.9446716308594,-501.14569091796875,-454.1177978515625,-479.8822326660156,-1376.08935546875,-494.4665832519531,-719.54046630859375,-546.83843994140625,-639.7862548828125,-405.0323486328125,-411.6396789550781,-458.24554443359375,-432.8096618652344,-377.20416259765625,-701.646484375,-497.2102966308594,-606.9329833984375,-406.71575927734375,-403.92034912109375,-326.4418029785156,-582.70556640625,-302.21759033203125,-540.53466796875,-475.2784729003906,-603.92340087890625
-1047.0252685546875,-768.39178466796875,-814.94342041015625,-818.911376953125,-1058.1982421875,-832.58087158203125,-755.18927001953125,-860.156494140625,-732.77838134765625,-754.95135498046875,-736.2745361328125,-1345.753662109375,-760.45013427734375,-765.82122802734375,-1264.2451171875,-1087.8255615234375,-1394.4461669921875,-1136.04931640625,-796.77685546875,-777.7757568359375,-749.8463134765625,-762.62738037109375,-740.2572021484375,-733.714599609375,-743.8697509765625,-799.03814697265625,-877.3770751953125,-1107.0098876953125,-1082.611083984375,-747.0986328125,-715.34637451171875,826.30352783203125,-677.351806640625,-763.51641845703125,-811.47412109375,-739.23040771484375,-817.7333984375,-790.60784912109375,-778.21337890625,-792.71490478515625,-798.91510009765625,-752.86700439453125,-763.73583984375,-778.76373291015625,-734.0855712890625,-809.065185546875,-1408.5118408203125,-757.91033935546875,-929.796875,-800.18975830078125,-706.67864990234375,-774.89044189453125,-722.41583251953125,-722.4561767578125,-752.29815673828125,-745.60162353515625,-867.3419189453125,-783.321044921875,-824.8223876953125,-764.236572265625,-765.4293212890625,-756.94622802734375,-811.73828125,-730.752685546875,-803.3662109375,-775.8865966796875,-833.45294189453125
-1002.1328125,-583.402099609375,-584.428466796875,-616.62396240234375,-1001.6556396484375,-597.4244384765625,-551.19232177734375,-671.07867431640625,-553.97833251953125,-512.13128662109375,-500.81719970703125,-1285.1461181640625,-479.5780334472656,-471.9273376464844,-1236.13330078125,-1006.3754272460938,-1377.6607666015625,-1022.0303344726562,-564.82037353515625,-509.8822326660156,-518.73126220703125,-580.18408203125,-522.8419189453125,-468.66754150390625,-485.2137756347656,-580.74603271484375,-660.6387939453125,-1065.1845703125,-1039.289794921875,-503.8509216308594,-485.0919494628906,-677.351806640625,531.413818359375,-489.43341064453125,-601.467041015625,-502.66497802734375,-637.77276611328125,-593.6494140625,-528.9991455078125,-533.53948974609375,-662.29705810546875,-535.8131103515625,-555.2589111328125,-604.31646728515625,-478.4957275390625,-595.85357666015625,-1341.990966796875,-549.774169921875,-777.05938720703125,-646.29718017578125,-737.3404541015625,-511.0845031738281,-545.5093994140625,-526.52484130859375,-478.73480224609375,-488.5161437988281,-671.1053466796875,-595.66448974609375,-679.64849853515625,-515.0155029296875,-477.0163879394531,-508.5099792480469,-631.48883056640625,-487.75274658203125,-614.1910400390625,-560.21063232421875,-709.052001953125
-972.8709716796875,-486.4090576171875,-441.7485656738281,-569.75189208984375,-992.680908203125,-569.42620849609375,-454.2347106933594,-632.6019287109375,-408.6419677734375,-439.3844299316406,-365.9026794433594,-1298.3544921875,-439.1607360839844,-387.6202392578125,-1204.157470703125,-987.67926025390625,-1387.6370849609375,-1057.265869140625,-473.05084228515625,-398.64544677734375,-457.9044189453125,-508.0291442871094,-431.85992431640625,-449.1802062988281,-377.320068359375,-486.7091979980469,-631.89617919921875,-1074.460693359375,-1055.068603515625,-390.11602783203125,-452.0762023925781,-763.51641845703125,-489.43341064453125,418.73760986328125,-535.813232421875,-399.9212341308594,-618.1785888671875,-496.9969177246094,-457.51312255859375,-482.0372314453125,-601.14093017578125,-439.16424560546875,-487.6423034667969,-508.3630065917969,-434.9668273925781,-493.57763671875,-1393.8154296875,-494.7959289550781,-753.77813720703125,-538.518798828125,-674.79931640625,-452.272705078125,-457.1190490722656,-499.7981872558594,-463.46795654296875,-446.8578796386719,-708.84039306640625,-547.706787109375,-661.03826904296875,-496.1168518066406,-405.51397705078125,-414.68084716796875,-577.07647705078125,-399.8380432128906,-575.8582763671875,-515.77508544921875,-631.40655517578125
-1019.5753173828125,-530.7117919921875,-538.424072265625,-637.4439697265625,-989.78460693359375,-621.94488525390625,-517.907958984375,-574.214111328125,-472.3382263183594,-493.9920654296875,-463.5307922363281,-1344.28466796875,-535.83612060546875,-522.29217529296875,-1186.15576171875,-1007.240966796875,-1343.642578125,-1029.9166259765625,-514.59930419921875,-513.16156005859375,-461.9991149902344,-567.77056884765625,-509.7715148925781,-502.599365234375,-504.9482421875,-480.73486328125,-615.3790283203125,-1092.527587890625,-1042.3265380859375,-443.26959228515625,-515.229736328125,-811.47412109375,-601.467041015625,-535.813232421875,507.83343505859375,-348.8658447265625,-665.97186279296875,-618.874267578125,-552.86065673828125,-554.9019775390625,-620.3165283203125,-478.7959289550781,-567.8165283203125,-549.75555419921875,-503.3802185058594,-523.86181640625,-1374.1854248046875,-581.182861328125,-756.01995849609375,-600.79486083984375,-718.42596435546875,-555.13763427734375,-546.05206298828125,-584.5338134765625,-515.3802490234375,-470.81982421875,-684.62744140625,-548.36651611328125,-649.6484375,-538.8604736328125,-503.1190490722656,-458.5099182128906,-527.89190673828125,-485.05267333984375,-598.82147216796875,-626.8787841796875,-683.16278076171875
-991.40838623046875,-464.3576354980469,-425.3785400390625,-529.75042724609375,-974.1524658203125,-538.29302978515625,-442.2062683105469,-598.8585205078125,-273.5078125,-360.8863220214844,-217.899169921875,-1321.6092529296875,-380.4639892578125,-337.6821594238281,-1182.69482421875,-1005.4086303710938,-1384.5235595703125,-1035.23779296875,-374.46392822265625,-335.9568786621094,-384.4905090332031,-457.0978698730469,-356.83587646484375,-301.9212646484375,-346.5626220703125,-413.2722473144531,-554.7294921875,-1061.7802734375,-1041.5789794921875,-213.70993041992188,-323.5760192871094,-739.23040771484375,-502.66497802734375,-399.9212341308594,-348.8658447265625,232.63189697265625,-597.57952880859375,-493.7503967285156,-469.0273742675781,-448.90045166015625,-556.01220703125,-370.3578186035156,-417.2076416015625,-512.8358154296875,-388.0540466308594,-430.72955322265625,-1367.7796630859375,-437.2076110839844,-720.93048095703125,-530.6649169921875,-657.37786865234375,-390.0541076660156,-392.4639587402344,-483.8628845214844,-431.1395263671875,-319.7202453613281,-640.8658447265625,-483.7503356933594,-602.1217041015625,-406.233642578125,-362.4639892578125,-252.0930633544922,-525.57940673828125,-252.1650390625,-516.1221923828125,-484.0123596191406,-607.75030517578125
-974.508056640625,-670.054443359375,-635.88482666015625,-698.6456298828125,-1005.932373046875,-706.92291259765625,-619.25433349609375,-744.18621826171875,-596.57708740234375,-584.8782958984375,-596.27423095703125,-1321.595947265625,-572.47723388671875,-574.083251953125,-1229.7015380859375,-1039.02685546875,-1372.4716796875,-1011.8353881835938,-634.75048828125,-618.8614501953125,-618.3629150390625,-679.9713134765625,-609.24365234375,-613.8822021484375,-601.21380615234375,-648.90545654296875,-750.26983642578125,-1085.5545654296875,-1061.288818359375,-588.18414306640625,-607.407470703125,-817.7333984375,-637.77276611328125,-618.1785888671875,-665.97186279296875,-597.57952880859375,642.910400390625,-620.3653564453125,-616.21051025390625,-622.992431640625,-747.05584716796875,-618.01751708984375,-609.428466796875,-652.42999267578125,-629.7784423828125,-691.576416015625,-1377.056640625,-662.79443359375,-838.15155029296875,-655.51898193359375,-713.127685546875,-606.9285888671875,-618.4090576171875,-652.7796630859375,-605.2774658203125,-585.6016845703125,-810.89837646484375,-661.3179931640625,-702.01092529296875,-622.233642578125,-592.6064453125,-613.42437744140625,-661.38616943359375,-580.20977783203125,-668.94940185546875,-647.53839111328125,-745.4046630859375
-1002.3760375976562,-570.5787353515625,-546.79583740234375,-622.83636474609375,-1038.00048828125,-649.61785888671875,-561.3836669921875,-645.9520263671875,-513.96636962890625,-573.42633056640625,-501.3599548339844,-1308.2685546875,-537.70697021484375,-500.3639221191406,-1249.631103515625,-1020.7175903320312,-1406.0328369140625,-1049.461181640625,-550.921630859375,-559.07391357421875,-534.01422119140625,-608.4691162109375,-546.295654296875,-478.66754150390625,-516.1434326171875,-600.9249267578125,-678.74481201171875,-1046.94482421875,-1041.4609375,-515.5732421875,-505.4493713378906,-790.60784912109375,-593.6494140625,-496.9969177246094,-618.874267578125,-493.7503967285156,-620.3653564453125,550.86993408203125,-546.75775146484375,-563.51654052734375,-636.74847412109375,-549.361572265625,-585.89984130859375,-599.03399658203125,-572.36395263671875,-517.8919677734375,-1366.575927734375,-591.8349609375,-773.04034423828125,-581.5802001953125,-677.58380126953125,-564.2078857421875,-556.317626953125,-580.96563720703125,-527.92657470703125,-521.25274658203125,-732.820068359375,-588.18756103515625,-657.3211669921875,-541.92633056640625,-533.77142333984375,-529.5953369140625,-675.963134765625,-462.5817565917969,-615.1666259765625,-566.34796142578125,-651.91015625
-971.22296142578125,-535.31561279296875,-477.5777893066406,-601.81646728515625,-1003.0488891601562,-604.100830078125,-484.9573059082031,-617.16680908203125,-445.04888916015625,-449.90643310546875,-432.8171691894531,-1267.2265625,-462.2306823730469,-438.3866882324219,-1183.1959228515625,-1043.3294677734375,-1386.243408203125,-1032.61572265625,-493.7552185058594,-461.40472412109375,-489.8131408691406,-532.61700439453125,-464.9668884277344,-473.9238586425781,-433.80242919921875,-554.01068115234375,-632.5518798828125,-1045.7698974609375,-1023.3972778320312,-437.7098388671875,-471.1804504394531,-778.21337890625,-528.9991455078125,-457.51312255859375,-552.86065673828125,-469.0273742675781,-616.21051025390625,-546.75775146484375,451.6819763183594,-494.0788269042969,-587.05694580078125,-446.9776611328125,-514.84552001953125,-555.12158203125,-494.18505859375,-544.9207763671875,-1386.78662109375,-544.3780517578125,-757.800048828125,-554.1690673828125,-648.8214111328125,-464.06024169921875,-508.6410217285156,-514.2091064453125,-400.1839904785156,-452.14434814453125,-736.8175048828125,-569.990966796875,-688.85931396484375,-525.6409912109375,-468.2080078125,-441.5954284667969,-574.1007080078125,-392.82049560546875,-587.46673583984375,-538.4693603515625,-630.0130615234375
-1014.3739013671875,-531.71051025390625,-486.6861572265625,-598.1654052734375,-1018.7794189453125,-605.46673583984375,-497.4864807128906,-588.1689453125,-455.7273254394531,-463.31658935546875,-442.9880676269531,-1311.051513671875,-473.5555725097656,-448.3603515625,-1207.419921875,-1028.783447265625,-1355.5941162109375,-1057.9368896484375,-495.552001953125,-350.28082275390625,-493.2288513183594,-553.33050537109375,-470.9898681640625,-491.6812744140625,-471.96905517578125,-482.6631164550781,-598.79119873046875,-1071.22314453125,-1061.0220947265625,-422.72686767578125,-441.1421203613281,-792.71490478515625,-533.53948974609375,-482.0372314453125,-554.9019775390625,-448.90045166015625,-622.992431640625,-563.51654052734375,-494.0788269042969,456.8046875,-584.53729248046875,-469.2289123535156,-524.83746337890625,-558.9703369140625,-451.09967041015625,-501.8353271484375,-1395.052001953125,-524.45062255859375,-779.86492919921875,-598.9241943359375,-663.8651123046875,-465.42633056640625,-504.72418212890625,-537.5130615234375,-496.48870849609375,-432.85784912109375,-702.38153076171875,-549.86181640625,-697.534912109375,-530.465576171875,-452.6861572265625,-409.27740478515625,-603.3189697265625,-459.09429931640625,-569.12139892578125,-578.23004150390625,-645.6226806640625
-1044.735107421875,-551.0224609375,-551.581298828125,-646.92291259765625,-1047.368896484375,-668.44464111328125,-588.88250732421875,-547.04803466796875,-574.5770263671875,-584.98974609375,-554.03179931640625,-1349.376220703125,-561.99560546875,-617.53338623046875,-1249.919677734375,-1056.155029296875,-1376.7537841796875,-1106.803955078125,-576.94805908203125,-552.1212158203125,-621.2471923828125,-599.70947265625,-589.16400146484375,-591.7493896484375,-571.36163330078125,-613.79327392578125,-675.5799560546875,-1103.2021484375,-1073.1348876953125,-519.57318115234375,-618.23101806640625,-798.91510009765625,-662.29705810546875,-601.14093017578125,-620.3165283203125,-556.01220703125,-747.05584716796875,-636.74847412109375,-587.05694580078125,-584.53729248046875,598.2100830078125,-575.75189208984375,-628.791259765625,-577.31805419921875,-586.184814453125,-535.9334716796875,-1376.864013671875,-617.68255615234375,-750.1934814453125,-692.69873046875,-743.7313232421875,-581.83953857421875,-633.57391357421875,-656.5704345703125,-581.9263916015625,-574.68701171875,-689.7017822265625,-629.75079345703125,-746.83526611328125,-622.9700927734375,-577.36138916015625,-521.96722412109375,-610.44842529296875,-551.46612548828125,-691.4239501953125,-631.9066162109375,-724.76666259765625
-988.45703125,-500.7313232421875,-456.2957763671875,-580.621337890625,-1000.549072265625,-601.577392578125,-453.0715637207031,-601.30035400390625,-416.44305419921875,-415.1858215332031,-386.0735168457031,-1328.657470703125,-455.9794921875,-412.94000244140625,-1198.115234375,-1025.4368896484375,-1384.69580078125,-1025.409423828125,-446.20379638671875,-427.0323486328125,-457.9425048828125,-517.81317138671875,-463.14398193359375,-390.55780029296875,-377.08111572265625,-460.6445007324219,-570.99322509765625,-1042.484130859375,-1010.8975830078125,-383.39892578125,-427.9944152832031,-752.86700439453125,-535.8131103515625,-439.16424560546875,-478.7959289550781,-370.3578186035156,-618.01751708984375,-549.361572265625,-446.9776611328125,-469.2289123535156,-575.75189208984375,406.048583984375,-528.51165771484375,-479.20941162109375,-455.8592224121094,-474.0372619628906,-1372.2479248046875,-538.35589599609375,-696.76129150390625,-545.57769775390625,-680.25311279296875,-462.44354248046875,-453.3811950683594,-501.90704345703125,-429.86285400390625,-350.9722595214844,-648.8675537109375,-545.551025390625,-628.651611328125,-489.6653137207031,-416.33734130859375,-391.5954284667969,-557.64581298828125,-386.8126220703125,-546.42742919921875,-544.750732421875,-617.66888427734375
-997.8309326171875,-532.16546630859375,-562.59136962890625,-591.4666748046875,-976.919677734375,-523.36431884765625,-492.8605651855469,-637.31884765625,-467.2908630371094,-442.842041015625,-436.9880676269531,-1283.4237060546875,-466.8570251464844,-434.25408935546875,-1193.83349609375,-999.26080322265625,-1408.375244140625,-1040.17529296875,-463.8362121582031,-472.964111328125,-493.70697021484375,-499.23602294921875,-421.0579833984375,-479.31298828125,-454.0752258300781,-514.9251708984375,-633.8765869140625,-1103.65234375,-1042.850830078125,-417.8123474121094,-430.9446716308594,-763.73583984375,-555.2589111328125,-487.6423034667969,-567.8165283203125,-417.2076416015625,-609.428466796875,-585.89984130859375,-514.84552001953125,-524.83746337890625,-628.791259765625,-528.51165771484375,469.1003112792969,-587.03466796875,-481.98760986328125,-535.31549072265625,-1375.662353515625,-526.51092529296875,-749.125244140625,-612.947265625,-687.73248291015625,-481.9955749511719,-483.7299499511719,-534.35943603515625,-478.02923583984375,-467.4006042480469,-700.27813720703125,-530.33984375,-688.6016845703125,-418.88275146484375,-470.6410217285156,-434.1380920410156,-610.0093994140625,-430.3807067871094,-566.64361572265625,-539.77069091796875,-679.48944091796875
