Lynx-canadensis-associated-microvirus-CLP-9413_taxid_2219141.gbk	-	-	ID:YP_009551378.1,	-	-	-	-	-	-	-	ID:YP_009551376.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Marine-gokushovirus_taxid_1385658.gbk	-	-	ID:YP_008798242.1,	-	-	ID:YP_008798244.1,	-	-	ID:YP_008798245.1,	-	ID:YP_008798246.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008798243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog1249-12_taxid_1655647.gbk	-	-	ID:YP_009160336.1,	-	-	-	-	-	-	-	ID:YP_009160340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160338.1,	ID:YP_009160341.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog5275-51_taxid_1655648.gbk	-	-	ID:YP_009160342.1,	-	-	-	-	-	-	-	ID:YP_009160343.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog9017-22_taxid_1655651.gbk	-	-	ID:YP_009160359.1,	-	-	-	-	-	-	-	ID:YP_009160360.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen2266-11_taxid_1655652.gbk	-	-	ID:YP_009160363.1,	-	-	-	-	-	-	-	ID:YP_009160364.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160366.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen418-41_taxid_1655653.gbk	-	-	ID:YP_009160368.1,	-	-	-	-	-	-	-	ID:YP_009160369.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen4707-41_taxid_1655654.gbk	-	-	ID:YP_009160373.1,	-	-	-	-	-	-	-	ID:YP_009160377.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160376.1,	ID:YP_009160378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen685-11_taxid_1655657.gbk	-	-	ID:YP_009160386.1,	-	-	-	-	-	-	-	ID:YP_009160387.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160388.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7786-21_taxid_1655658.gbk	-	-	ID:YP_009160391.1,	-	-	-	-	-	-	-	ID:YP_009160392.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7895-21_taxid_1655660.gbk	-	-	ID:YP_009160402.1,	-	-	-	-	-	-	-	ID:YP_009160403.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160404.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7918-21_taxid_1655661.gbk	-	-	ID:YP_009160407.1,	-	-	-	-	-	-	-	ID:YP_009160408.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160411.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7940-21_taxid_1655662.gbk	-	-	ID:YP_009160412.1,	-	-	-	-	-	-	-	ID:YP_009160416.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160413.1,	ID:YP_009160414.1,	ID:YP_009160415.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-IME-16_taxid_1544364.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113037.1,	ID:YP_009113038.1,	ID:YP_009113039.1,	ID:YP_009113040.1,	ID:YP_009113041.1,	ID:YP_009113042.1,	ID:YP_009113043.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-phi-CA82_taxid_913970.gbk	-	-	ID:YP_004732986.1,	-	-	-	-	-	-	-	ID:YP_004732988.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732985.1,	ID:YP_004732989.1,	ID:YP_004732990.1,	ID:YP_004732991.1,	ID:YP_004732992.1,	ID:YP_004732993.1,	ID:YP_004732994.1,	-	-	-	-	-	-	-	-	-
Parabacteroides-phage-YZ-2015a_taxid_1655644.gbk	-	-	ID:YP_009218533.1,	-	-	-	-	-	-	-	ID:YP_009218538.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009218535.1,	ID:YP_009218536.1,	-	-	-	-	-	-	-
Parabacteroides-phage-YZ-2015b_taxid_1655645.gbk	-	-	ID:YP_009218802.1,	-	-	-	-	-	-	-	ID:YP_009218805.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Spiroplasma-virus-SpV4_taxid_10855.gbk	-	-	ID:NP_598320.1,	-	-	-	-	-	-	-	ID:NP_598335.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598336.1,	ID:NP_598337.1,	ID:NP_598338.1,	ID:NP_598339.1,	ID:NP_598340.1,	ID:NP_598341.1,	ID:NP_598342.1,
